"feature","id","fc","pval","qval"
"gene","Pot1",11.4048028293895,1.73466820019286e-07,0.0022136100902661
"gene","Top3b",0.0711207492732832,2.46834728829803e-05,0.157492898729856
"gene","Anp32b",2.64855687513411,4.78818338439657e-05,0.182747050945073
"gene","Zfp746",0.0645721357669824,5.72829875229441e-05,0.182747050945073
"gene","Aip",3.34525992908458,0.000267262890844888,0.682108350014324
"gene","Arf4",4.58272191942631,0.00040218470370279,0.687724178560369
"gene","Cdca4",4.00071412662769,0.000477454510011466,0.687724178560369
"gene","Cybc1",11.9850229971631,0.000485106586478823,0.687724178560369
"gene","Ddx58",0.0044726557321868,0.000596918419627279,0.687724178560369
"gene","Gtpbp2",53.4284448990259,0.000604957778872484,0.687724178560369
